-0.54271,-0.53824
0.15666,0.86723
0.28017,0.97599
-0.4397,0.33739
-1.124,-0.99609
-1.0041,-0.52321
-0.65081,-1.2974
0.49911,0.91739
1.8746,0.1766
1.935,0.75518
1.0868,-0.5915
-0.72609,1.8444
0.84986,1.8169
0.0021354,-0.12383
-0.15625,-1.1106
-0.70951,-0.68091
-0.049796,0.014169
0.70665,-0.059551
-0.75062,-0.66101
1.3336,0.30595
0.59297,-0.40906
1.3594,-1.2819
-0.25811,-0.2849
1.5346,-0.064787
-1.8141,1.0004
0.89133,-0.80133
0.97047,0.0918
0.26868,0.2738
1.2618,-2.1335
-0.77165,0.40398
2.7144,-0.9585
-1.279,-0.32632
3.0675,2.4787
-0.2373,1.5391
1.8206,0.82701
-0.89002,-0.15959
-1.6132,-0.85772
-0.88171,0.39835
1.6072,-0.22481
-1.4846,-1.3147
-0.83137,-0.021797
-0.38151,-0.88006
1.6872,1.1086
0.43924,-0.46414
-0.5408,0.66457
0.82954,-0.53014
0.27403,0.040909
0.54076,0.15505
-0.060795,-0.32108
-0.0052343,2.1458
0.66808,0.80041
-2.5327,1.1963
-0.23834,2.0975
0.7852,0.38772
0.39538,1.0453
-0.49376,-1.3718
-0.95887,-0.95841
-0.52506,-2.6689
-0.085532,-0.80269
0.84123,-0.45102
2.5201,-0.73658
-0.0056258,1.1147
-0.59423,-0.85335
-0.65314,-0.75875
0.96193,0.097978
-0.04892,-0.84962
0.95385,0.5607
-1.4937,-0.3475
-0.40772,1.3709
2.4459,0.74102
-1.2799,-0.71288
-0.1188,0.80472
0.016426,0.97763
0.077208,0.93957
-0.98428,-2.2629
1.2941,-0.51369
-0.62149,-1.9895
-1.334,1.6782
-0.44909,0.35869
-0.17818,-0.25333
-0.74934,-1.1469
-1.31,-0.70088
0.021484,-0.64544
0.43299,0.78188
0.47716,0.31566
-0.20319,1.2744
-0.9426,-0.07451
1.3086,-2.3036
-0.46478,0.98557
-1.7897,1.0236
-0.73853,0.13157
1.0793,0.60206
-0.78827,-0.0068143
-0.72725,0.088046
-0.90001,-0.11497
0.20844,-1.3616
0.95599,-0.78677
-1.6535,-2.3368
-1.3542,0.40782
-0.4354,-0.61362
-0.95378,0.03276
2.526,0.70411
0.96093,-0.86467
-2.0608,-0.28869
1.0101,0.51277
-1.1046,-1.4975
-0.15004,-1.4528
-0.44699,-0.80014
-0.50892,-1.6442
0.77523,1.5138
-0.88694,0.72906
-1.4879,0.20881
1.1622,1.0856
-0.99418,0.62863
-0.7446,-0.8741
0.12469,1.9178
-1.4618,0.097482
-0.17038,0.50698
-0.86731,1.0248
-0.96843,-0.9279
-0.55298,-0.88921
-0.16051,-0.98323
-0.39072,-0.031379
-0.68008,0.86876
-0.47933,-0.91481
2.093,0.034324
1.4684,-0.25025
2.6621,-1.0576
-0.051262,-0.86132
-0.91437,-0.35355
0.99765,0.82951
1.2636,-0.36874
-0.99962,0.061581
-1.3309,0.55804
0.28743,-0.17638
-1.9525,1.0482
-0.29713,1.0138
-0.17215,-0.94877
-1.389,-0.010704
1.208,-0.3515
-2.0159,-1.6829
-0.68608,-1.0493
0.17306,0.68979
0.40589,0.0074355
-0.08284,-0.45697
-2.4928,-0.56365
1.2906,1.4567
1.6306,-0.9783
-1.6859,-1.1292
1.0657,-0.030542
-0.505,1.5848
-0.35082,-0.87838
-0.36235,0.24122
0.5937,0.68748
0.21763,-0.56729
0.14152,0.98895
0.36241,-0.39351
0.99146,0.85326
0.26416,0.36524
0.54806,0.15825
-2.5441,-1.7665
-0.56767,0.59808
-2.1205,-0.55764
2.1832,-1.1982
0.22673,-2.1473
-2.0411,0.22521
1.2476,0.37034
-0.33922,-1.8806
0.11658,0.052941
0.35978,-0.70017
-0.58897,0.21749
-0.3397,-1.7797
-0.15708,0.51971
0.47289,-0.35551
1.3743,1.9846
0.39917,-1.3499
0.94892,-0.63514
0.61009,-0.78795
-0.72841,1.3681
-0.37307,1.4423
-0.22736,-0.51234
-0.057782,0.30239
0.90173,2.0458
0.06881,0.17326
1.2223,0.066316
1.0053,-2.0191
0.90727,-2.424
-1.0322,1.3018
-2.3318,1.9434
0.98181,0.26055
0.31234,-0.37171
0.030996,-0.5789
-1.4307,1.0384
-1.3921,1.8569
-0.42095,1.064
0.029876,1.3765
-1.3785,0.65644
1.5241,-2.2506
-1.5818,-1.4374
-0.62808,1.4778
0.38956,0.35783
2.1775,-1.2963
0.028053,-2.1781
-0.84444,1.0083
-1.2722,-1.15
0.50684,-0.81689
-0.70368,0.14767
-2.0456,0.55569
-0.88509,1.1106
-0.064819,-0.52587
2.1214,0.1733
0.31577,-0.80327
-0.52872,-0.333
-0.40112,0.64439
0.01493,0.60345
-0.19574,1.3707
-0.51252,0.37958
-1.6033,0.22005
0.25522,-1.2643
0.36338,-0.472
0.61999,-0.51822
-0.11986,-0.87179
-0.88134,2.978
1.04,-0.32392
1.2541,1.9838
0.39503,0.37449
2.729,0.75472
-0.97706,0.0095303
-0.42738,0.28516
-0.69486,-0.03541
0.13327,-0.64505
-0.67696,0.68308
-0.78936,-0.73083
1.2938,-1.9727
-1.4668,0.16506
0.79627,-2.3598
-0.64296,1.3109
-0.78945,1.0482
0.60408,2.0268
1.1874,-0.52604
-1.2038,-2.7356
-0.38115,1.0672
-1.1082,-0.23435
0.049381,1.5557
0.65206,2.9188
-1.1069,0.48558
-0.092481,-0.49504
0.078163,-0.22492
-0.23492,0.79561
0.043344,-0.55474
-0.35032,-0.87296
-0.88358,0.15461
-0.37475,2.0043
1.5601,1.0509
-1.775,0.094512
-0.51261,-0.82117
0.95736,0.42645
0.38983,1.2679
-0.79141,-0.79969
0.38309,0.043371
1.0386,0.92984
1.1529,1.1128
1.5218,0.33658
-0.12515,0.78423
0.21601,-0.45851
0.71019,-0.48839
0.059754,0.86689
-0.19914,0.68903
0.95806,1.2768
-0.51661,0.57908
-0.77033,0.0064918
-0.026724,0.0053645
1.218,0.58883
-0.72073,0.2023
-0.316,0.54973
-1.4581,0.34585
0.30443,1.9054
0.67736,-0.15794
-0.015592,-0.41831
0.81088,-1.1649
0.46631,0.29152
1.095,-1.1562
0.20216,-0.061991
-0.40963,0.27502
0.29989,-0.97
-1.3176,0.42727
-0.1449,-1.0362
0.55834,-0.49033
0.37265,0.77241
1.7699,-0.44845
-0.32362,-0.92407
-2.2808,0.099441
-0.41793,0.61567
-0.56792,-1.6929
-0.31247,0.3608
-1.5637,-1.8948
2.2711,-0.88497
0.78823,0.087023
-0.98447,0.156
-0.71458,0.23742
-0.75073,0.38184
-0.62677,2.8816
2.7167,0.063412
0.58309,-0.19445
0.57728,0.80742
0.41269,-0.65136
-0.14055,-0.24612
0.71327,-0.93038
-0.76288,-0.92124
-0.38827,0.64832
-0.81072,0.95046
2.0372,0.74257
-1.7024,-0.11233
-0.96223,-1.6921
0.83455,-0.99029
0.605,-0.54003
0.65984,0.073747
0.88344,0.41291
1.6691,0.86697
1.7874,-0.78856
0.8829,1.4277
1.9913,0.87084
-0.84289,0.15522
0.46049,0.44245
-0.033394,-0.094006
0.91229,-0.83384
1.6025,-0.26213
-0.27686,0.41993
0.4404,-1.2299
-0.2181,-0.56621
-0.27459,-0.68014
1.1708,-1.1125
-1.5426,2.2379
1.3153,0.38494
1.3319,-0.021094
1.2989,-1.66
1.572,-0.036517
0.87159,-0.067551
-1.1073,-0.96385
0.15985,-0.24008
0.89241,-0.11867
0.73398,0.64666
1.1637,0.65999
0.8738,-1.017
-1.5934,-0.094071
2.9607,0.67474
0.44808,0.009673
-0.99582,1.1484
1.4088,0.5987
0.026292,-1.1774
0.77676,-2.3713
-0.13073,0.78642
-2.3766,-2.2546
1.1946,0.30605
0.52696,1.9077
0.32153,0.28228
1.3526,-0.3728
0.067466,0.23916
1.0441,-0.18276
-0.60509,0.20285
-0.068935,1.5618
1.0677,-0.50649
1.0714,1.6738
1.666,0.81986
1.0035,-0.69809
-1.6048,-0.88469
-0.59801,-1.0598
1.0112,-0.5106
-2.331,0.461
2.3103,-1.563
-0.06587,-0.48544
0.90387,1.2955
-1.7405,-1.2074
-0.14986,0.70334
-1.1793,-0.6669
-0.5882,-1.4531
0.67632,0.50365
3.9816,0.69782
-1.027,0.41458
0.050478,0.65557
-0.49361,1.8079
-0.34629,-0.70822
0.33818,-0.90819
0.2361,0.83191
0.034829,1.0272
2.5508,1.9513
0.80614,-0.14585
-1.0323,-0.28247
1.1059,0.92934
-0.022321,-0.75339
-2.1443,1.4177
1.5222,0.77497
-0.35752,-0.26672
-1.0638,1.0071
1.4085,0.54653
-1.1184,-1.0536
-0.35177,1.2857
0.78407,0.016128
-0.90197,0.87983
-0.69771,-0.42833
-0.96741,0.60157
-1.0838,-0.1332
1.1273,-2.8314
0.068757,1.8629
-1.3164,-1.0519
-0.3375,-1.0325
-0.49164,1.6833
1.7315,1.3593
-0.71883,0.22451
1.0321,0.18806
1.3793,-0.076031
1.5151,-0.7132
0.26761,-0.5591
-0.86935,0.35442
-0.68656,1.4087
-0.065835,1.2326
-0.38242,0.46566
0.7696,-2.1916
0.29654,-0.03441
1.1223,-3.2335
0.18828,0.061108
-0.72823,-0.23366
-1.2124,1.2543
-0.062074,-0.57488
-3.8538,-2.2812
-0.99425,-1.3527
-0.047372,1.1884
0.5272,0.55946
-2.4691,-1.8126
0.54911,-1.1765
2.3762,0.41916
-0.38851,-1.1629
1.2523,1.5939
1.1706,0.36407
-1.5846,-1.3083
1.9557,-0.88508
0.044343,1.6362
0.26069,-0.59142
0.14201,-0.62782
-0.25504,0.67161
-0.24262,2.2803
0.061472,1.655
2.0729,0.64865
-1.078,-0.47925
0.99961,-1.2564
1.368,0.73575
-0.27424,0.22521
-1.2197,-0.16612
-0.038116,1.0125
-2.7527,-1.1103
0.88773,-0.016277
-0.31792,-1.3431
-0.48813,-0.10447
0.73726,-1.7812
0.19933,-1.5808
0.12975,-1.7008
-0.039503,0.60175
-0.057417,0.92423
-0.24288,0.179
-0.44833,1.2642
1.2629,-0.37578
-0.37057,-0.30567
0.010076,1.1721
-0.25356,-0.78932
0.59293,2.0073
-0.80157,-3.0714
-0.77661,1.5399
2.2256,-1.1256
0.089416,0.44382
0.23322,0.14588
-0.055209,2.5742
-1.7781,-0.94067
0.35528,0.20585
0.16921,0.64554
-1.3366,0.042856
0.077465,0.26787
-0.60188,0.46317
0.67859,-0.33223
0.50152,0.48757
-0.86305,0.2261
-1.9033,1.6031
0.85789,-2.3542
0.33712,-1.2678
0.34209,0.55571
0.14378,1.057
0.82688,-0.069407
-1.1095,0.30097
-0.14752,-0.41693
-0.66314,-1.1271
-1.7789,-0.097835
0.99529,-0.31039
-1.583,0.18955
-1.563,-1.0982
-0.39411,1.061
-0.74625,1.421
-1.4064,0.2019
0.43575,0.083352
-0.59252,-0.52865
-2.1276,1.0823
-1.0995,0.42125
0.46878,-0.57638
-1.1882,0.56525
0.31583,1.7628
-0.82541,1.2544
1.0226,0.75891
-1.2427,0.59223
-0.2574,-0.11662
0.19168,2.0866
1.0291,1.1945
-1.7003,-0.84381
0.22889,-1.3145
-0.75573,-0.51971
0.6471,0.93263
0.071912,3.2358
2.5775,0.38136
0.1837,-0.32261
-0.47357,2.1121
-0.22837,1.1357
-1.6366,0.43759
1.2865,-0.03318
0.346,-0.14552
0.21454,-0.17
-0.1391,-0.61022
0.46898,1.388
0.39385,0.99933
-0.71107,0.18716
-0.44611,1.0605
0.13035,1.8187
0.77507,0.92822
-1.3819,-0.54629
0.34573,-0.10003
0.009093,-0.81848
-0.45932,1.0419
0.163,0.21644
1.3725,-1.3085
-1.0311,0.7021
-1.1457,0.13812
0.19728,-0.32138
-1.0933,-0.33815
-0.26627,0.52685
1.1022,0.060713
0.064558,1.224
0.37059,0.04856
-1.7227,1.5498
-0.31775,0.30922
-0.17204,0.088414
0.54374,1.6079
-0.74085,-0.32867
-1.2281,-1.0991
0.38559,-1.3204
-1.6032,1.0786
0.96724,0.4311
-1.02,0.88886
0.6049,-1.4524
-0.23421,-1.2756
1.4034,-3.0563
-0.49595,-0.5175
-1.3933,0.32083
0.072672,-0.35314
1.4522,-0.09221
-1.2235,1.5934
1.6802,-0.49305
-0.16351,0.040698
-1.2642,1.4574
0.24717,-0.24625
0.04755,0.38655
0.76698,1.3851
-1.7585,1.9285
0.57659,-1.0362
0.61663,1.9493
2.0921,-0.032694
-0.21331,-0.31268
-0.72278,-0.046368
-0.32574,1.6839
-0.13027,-0.018797
-0.65029,-0.3491
0.41476,0.44852
-0.78638,-0.65814
-1.004,-1.3604
-0.18073,-1.0896
0.61307,-1.2559
1.3639,-0.95215
0.49309,-1.3805
-0.68355,0.27106
0.68655,-1.216
-0.52094,-0.42834
1.1277,1.9012
-0.059485,-0.081373
-0.41735,1.0333
1.0172,-1.1301
-0.14025,-0.64656
0.15105,-2.0417
0.36769,-0.84301
-0.39136,-0.56379
0.76989,-0.32908
-0.26093,-1.3364
1.5416,-1.2116
-0.88311,-0.10147
-1.8857,-1.4543
0.38683,-0.22655
0.17987,0.0085144
0.044485,0.46913
0.5221,-0.67941
-0.24822,0.9032
-0.75942,0.48463
-0.13472,-1.3013
1.9614,0.6799
1.0548,1.1173
-0.38424,0.43677
0.55088,0.84899
0.32558,-2.0949
-0.18937,-0.93228
-0.70533,-0.68212
0.32935,-0.033231
-0.088248,0.48582
0.019843,-0.41866
2.0653,-0.14705
-0.13837,0.31284
-0.23168,-0.81787
0.33053,-0.42293
-0.8249,0.8049
0.56497,1.8162
-0.30332,0.04731
-0.29007,0.031307
-0.59055,-1.8705
-1.6782,-0.13534
0.45971,0.088781
1.3975,-0.39745
0.0063232,-0.92217
-1.0594,-0.23612
-0.5583,-1.5863
-1.6639,-0.81303
0.48593,-0.41866
