date,eurchf,nestle,novartis,roche
2005-01-03,-1.9405543516926027e-4,0.0117647058823529,0.012240868706811625,0.004583651642475095
2005-01-04,0.0037848154498107967,8.305647840531893e-4,-0.004291008386971051,0.0015209125475283969
2005-01-05,-3.287141475990518e-4,-0.007468879668049877,-0.012144955925563083,-0.005315110098709108
2005-01-06,-0.0023791255907518183,0.0050167224080268635,0.0017846519928614857,7.633587786259888e-4
2005-01-07,8.724875589738446e-4,0.0016638935108153063,-0.006136183689627872,7.627765064834868e-4
2005-01-10,-7.425822490556566e-4,-8.305647840531893e-4,-0.0035849432383987523,-0.0015243902439023849
2005-01-11,0.002164781906300428,0.006650041562759723,9.99400359783964e-4,-0.022900763358778664
2005-01-12,-0.0021020730567108403,0.017341040462427904,-0.014976038338658126,-0.009375000000000022
2005-01-13,9.110940236107812e-4,0.0016233766233766378,0.008919521589296764,0.001577287066246047
2005-01-14,8.392511297605765e-5,0,0.013261000602772688,0.005511811023622082
2005-01-17,-0.0020011232110925814,8.103727714747766e-4,0.007138607971445499,0.001566170712607784
2005-01-18,-7.955861141116793e-4,-0.0080971659919028,-0.0035440047253396667,-0.004691164972634887
2005-01-19,-2.2656654583108615e-4,-8.163265306121437e-4,-0.002568662319699766,0.004713275726630162
2005-01-20,-0.0013920813234485907,-0.004901960784313819,-0.005348652931854159,-0.005473025801407405
2005-01-21,0.0033391687739090514,0.003284072249589487,0.0035849432383987523,0.002358490566037652
2005-01-24,-4.8466832530935644e-4,0.010638297872340496,0.005159753919428356,-7.843137254901489e-4
2005-01-25,0.001939613370401494,0.006477732793522151,0.005330700888450224,-0.007064364207221341
2005-01-26,-0.001548686842614777,0.00482703137570395,7.855459544383603e-4,-7.905138339920903e-4
2005-01-27,-0.0012602598074064053,0.0016012810248198228,-0.006868131868131844,0.005537974683544222
2005-01-28,0.001682466755104084,7.993605115907965e-4,-0.007113218731475968,-0.009441384736427971
2005-01-31,0.0010659259019996092,-0.0031948881789137795,0.0027860696517412187,0.005559968228752821
2005-02-01,0.0026974703149198476,0.008814102564102644,0,0.003949447077409074
2005-02-02,5.599248284828828e-4,0.003177124702144596,0.0043659456241318395,-0.04720692368214008
2005-02-03,0.0028302190203581823,0.005542359461599311,0.00513732463939931,0.0156895127993395
2005-02-04,8.338411211950003e-5,0,-0.001572636131315086,-0.001626016260162677
2005-02-07,0.0016483023127540353,0.003937007874015741,0.008663122661941358,-0.006514657980456029
2005-02-08,-0.0014855130462620991,-0.0039215686274509665,-0.002732773765371732,8.196721311475308e-4
2005-02-09,-0.0013338206908934946,-0.007086614173228423,0.006067723624975541,-8.190008190007703e-4
2005-02-10,-0.002054772530259763,0.0055511498810467685,-0.007587548638132269,0.0057377049180327155
2005-02-11,0.0018981436798248819,0.0023659305993690705,0.0015683199372673595,0.004074979625101838
2005-02-14,-0.0018624365808233012,-0.0015735641227379027,-0.001565864161284125,0.0024350649350648457
2005-02-15,-0.0033457727448205077,0,7.841599686335687e-4,0
2005-02-16,-0.001129761136216878,-0.007092198581560294,-0.00176297747306553,-0.0080971659919028
2005-02-17,-2.908385845855621e-4,-7.936507936507908e-4,-0.008634222919937207,-0.015510204081632728
2005-02-18,-6.141711921385795e-4,0,0.002573238321456728,0.009121061359867344
2005-02-21,-9.056506129313524e-4,0.00794281175536149,0.02704837117472869,0.021364009860312283
2005-02-22,-0.004726601702871647,0.0015760441292356209,9.611687812378644e-4,-0.0032180209171358554
2005-02-23,3.903327586767258e-4,-0.012588512981903999,-0.013635490685615537,-0.016949152542372947
2005-02-24,0.00354413916436358,0.009561752988047845,-0.002531152647975099,0.008210180623973828
2005-02-25,-8.424053913944629e-4,0.017363851617995252,0.00429435877415596,0.012214983713354943
2005-02-28,-0.0025293469096568932,7.757951900697613e-4,7.774538386782215e-4,-0.014481094127111849
2005-03-01,-8.452535760729019e-4,0.012403100775193687,0.006020586521654492,0.004081632653061273
2005-03-02,0.004021604737424411,-0.0015313935681469104,0.008494208494208566,0.019512195121951237
2005-03-03,0.003253655501399999,-7.668711656441118e-4,-0.008422664624808673,-0.015151515151515249
2005-03-04,-0.0010659603333549317,0,-0.010231660231660111,0.0032388663967610754
2005-03-07,0.004184316895715634,7.674597083653367e-4,-0.006046420908913608,0
2005-03-08,-0.002524601988768138,-0.0030674846625767804,-0.007849293563579218,-0.014527845036319653
2005-03-09,0.002014462809917461,0.004615384615384466,-0.006922468354430444,-0.009009009009008917
2005-03-10,-0.0021392855301819447,-0.003062787136294043,-0.005178251344353679,0
2005-03-11,3.8744672607515795e-4,0.006144393241167556,0.0026026026026024773,0.0049586776859502635
2005-03-14,0.0016782855667443197,0.004580152671755711,-0.005391373801916899,-0.008223684210526327
2005-03-15,-8.377368217554748e-4,0,0.005420598273438992,0.04809286898839149
2005-03-16,-0.002063850370848219,-0.006079027355622935,-0.010583067092651777,-0.010284810126582333
2005-03-17,6.462870807233401e-5,-0.006116207951070374,0.011503531786074772,-0.011191047162270151
2005-03-18,0.0018741114126921143,-0.005384615384615321,-0.007980845969672745,-0.00808407437348424
2005-03-21,0.0011288137779783547,-0.006187161639597871,-0.008849557522123797,0.04074979625101882
2005-03-22,4.5101639766764734e-4,-0.005447470817120603,-0.0034496753246753276,0.00469851213782313
2005-03-23,0.001159233617775035,0.010172143974960912,0.004479739360619073,0.0070148090413093556
2005-03-24,-4.8245472966457204e-4,0.005422153369481153,0.007095073991485901,-0.006191950464396134
2005-03-25,5.148667782211014e-4,0,0,0
2005-03-28,-0.0011256914962047837,0,0,0
2005-03-29,6.826158353994138e-4,0.005392912172573094,0.002616747181964696,0.010124610591900174
2005-03-30,-0.0032884787407250204,0.0015325670498083088,-0.005219835374422943,-0.0038550501156514594
2005-03-31,0.001194473140496033,0.0015302218821731106,-0.004439959636730606,-0.007739938080495334
2005-04-01,0.0017089607583915534,-0.0030557677616501744,0.0034461787958646184,0.00234009360374432
2005-04-04,6.759801712483693e-4,-0.00613026819923379,-0.011515151515151478,-7.782101167315147e-4
2005-04-05,-0.0022517451024542945,0.005397070161912154,0.013488657265481319,0.012461059190031154
2005-04-06,1.2896153722152803e-4,0.0023006134969323355,0.01330913490623109,0.016153846153846185
2005-04-07,-2.2565358950388248e-4,0.007651109410864665,-0.005174129353233803,-0.009841029523088407
2005-04-08,-0.0018056361643128405,-0.00227790432801811,0.0018003600720142288,-0.003822629969418956
2005-04-11,-4.5222559596880263e-4,-0.0022831050228311334,-0.005391373801916899,0
2005-04-12,0.0014865563598760456,-0.0030511060259343914,-8.030515960650852e-4,0.0015349194167304514
2005-04-13,4.194901581153765e-4,0.005355776587605332,-0.0026120152702431287,-0.0015325670498083088
2005-04-14,0.0033545140792827777,0.003044140030441511,0.014101531023368308,0.011511895625479607
2005-04-15,-0.0018966792040376879,-0.006069802731411333,0,0.05690440060698032
2005-04-18,-0.004315897964442095,-0.00916030534351131,-0.017481128327373918,-0.014357501794687755
2005-04-19,-0.001358607750533758,0.010785824345146189,0.02143145976546701,0.024034959941733325
2005-04-20,-9.71754340502784e-4,-0.028201219512195008,0,-0.009246088193456514
2005-04-21,0.0016211659425457992,-0.005490196078431375,0.006136183689627872,-0.002871500358937573
2005-04-22,6.150459665932306e-4,0.0023659305993690705,0.0017706079087154158,0.007199424046076208
2005-04-25,-0.0013263886642295164,0,-0.005302435192458765,-0.008577555396712011
2005-04-26,-5.830903790088326e-4,-0.0031471282454759164,-0.005133267522211216,0.03460706560922855
2005-04-27,-2.2688966679640377e-4,-0.013417521704814583,-0.00615201428854939,-0.0027874564459930973
2005-04-28,-0.002236991408656186,-0.0032000000000000917,0.006190095846645427,0.009783368273934334
2005-04-29,-4.548999220170824e-4,0.0048154093097914075,0.015677713832109585,-0.00622837370242213
2005-05-02,0.0016578896040568836,0.015175718849840258,0.008792497069167737,-0.0013927576601669989
2005-05-03,0.0012656995424009665,0.007867820613689958,0.007553747821034351,0.01115760111576014
2005-05-04,3.88953714507867e-4,0.009367681498829272,0.005959246443675514,0.017931034482758568
2005-05-05,0.0021060134784864903,0,0,0
2005-05-06,3.8798538588369347e-4,0.004640371229698292,0.008408178864895977,0
2005-05-09,5.494327914417063e-4,-0.006928406466512715,-0.0024635209399280766,-0.007452574525745215
